
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde8983    Vardas8983     2.31                x.xx                
Pavarde132     Vardas132      2.31                x.xx                
Pavarde537     Vardas537      2.31                x.xx                
Pavarde5329    Vardas5329     2.33                x.xx                
Pavarde5878    Vardas5878     2.33                x.xx                
Pavarde6617    Vardas6617     2.33                x.xx                
Pavarde111     Vardas111      2.33                x.xx                
Pavarde6639    Vardas6639     2.33                x.xx                
Pavarde3767    Vardas3767     2.33                x.xx                
Pavarde379     Vardas379      2.36                x.xx                
Pavarde8952    Vardas8952     2.36                x.xx                
Pavarde1076    Vardas1076     2.36                x.xx                
Pavarde4882    Vardas4882     2.36                x.xx                
Pavarde2650    Vardas2650     2.36                x.xx                
Pavarde5115    Vardas5115     2.36                x.xx                
Pavarde5252    Vardas5252     2.36                x.xx                
Pavarde9494    Vardas9494     2.36                x.xx                
Pavarde2379    Vardas2379     2.36                x.xx                
Pavarde3597    Vardas3597     2.36                x.xx                
Pavarde9046    Vardas9046     2.36                x.xx                
Pavarde4243    Vardas4243     2.36                x.xx                
Pavarde6807    Vardas6807     2.36                x.xx                
Pavarde6180    Vardas6180     2.36                x.xx                
Pavarde4273    Vardas4273     2.39                x.xx                
Pavarde365     Vardas365      2.39                x.xx                
Pavarde2324    Vardas2324     2.39                x.xx                
Pavarde1268    Vardas1268     2.39                x.xx                
Pavarde5093    Vardas5093     2.39                x.xx                
Pavarde2331    Vardas2331     2.39                x.xx                
Pavarde8450    Vardas8450     2.39                x.xx                
Pavarde1967    Vardas1967     2.39                x.xx                
Pavarde4920    Vardas4920     2.39                x.xx                
Pavarde761     Vardas761      2.39                x.xx                
Pavarde7672    Vardas7672     2.39                x.xx                
Pavarde5949    Vardas5949     2.39                x.xx                
Pavarde6087    Vardas6087     2.39                x.xx                
Pavarde8447    Vardas8447     2.41                x.xx                
Pavarde155     Vardas155      2.41                x.xx                
Pavarde4183    Vardas4183     2.41                x.xx                
Pavarde9330    Vardas9330     2.41                x.xx                
Pavarde5947    Vardas5947     2.41                x.xx                
Pavarde6499    Vardas6499     2.41                x.xx                
Pavarde6648    Vardas6648     2.41                x.xx                
Pavarde2400    Vardas2400     2.41                x.xx                
Pavarde738     Vardas738      2.41                x.xx                
Pavarde3090    Vardas3090     2.41                x.xx                
Pavarde566     Vardas566      2.41                x.xx                
Pavarde5674    Vardas5674     2.44                x.xx                
Pavarde201     Vardas201      2.44                x.xx                
Pavarde7049    Vardas7049     2.44                x.xx                
Pavarde5394    Vardas5394     2.44                x.xx                
Pavarde3826    Vardas3826     2.44                x.xx                
Pavarde768     Vardas768      2.44                x.xx                
Pavarde2345    Vardas2345     2.44                x.xx                
Pavarde6875    Vardas6875     2.44                x.xx                
Pavarde5528    Vardas5528     2.44                x.xx                
Pavarde2007    Vardas2007     2.44                x.xx                
Pavarde720     Vardas720      2.44                x.xx                
Pavarde6368    Vardas6368     2.44                x.xx                
Pavarde227     Vardas227      2.44                x.xx                
Pavarde2716    Vardas2716     2.44                x.xx                
Pavarde995     Vardas995      2.44                x.xx                
Pavarde6818    Vardas6818     2.44                x.xx                
Pavarde3908    Vardas3908     2.44                x.xx                
Pavarde1197    Vardas1197     2.44                x.xx                
Pavarde7094    Vardas7094     2.44                x.xx                
Pavarde7932    Vardas7932     2.44                x.xx                
Pavarde1857    Vardas1857     2.47                x.xx                
Pavarde4984    Vardas4984     2.47                x.xx                
Pavarde1128    Vardas1128     2.47                x.xx                
Pavarde7327    Vardas7327     2.47                x.xx                
Pavarde8642    Vardas8642     2.47                x.xx                
Pavarde1594    Vardas1594     2.47                x.xx                
Pavarde9414    Vardas9414     2.47                x.xx                
Pavarde933     Vardas933      2.47                x.xx                
Pavarde4311    Vardas4311     2.47                x.xx                
Pavarde4121    Vardas4121     2.47                x.xx                
Pavarde8727    Vardas8727     2.47                x.xx                
Pavarde9923    Vardas9923     2.47                x.xx                
Pavarde9594    Vardas9594     2.47                x.xx                
Pavarde5454    Vardas5454     2.47                x.xx                
Pavarde4397    Vardas4397     2.47                x.xx                
Pavarde9823    Vardas9823     2.47                x.xx                
Pavarde9128    Vardas9128     2.47                x.xx                
Pavarde2152    Vardas2152     2.47                x.xx                
Pavarde1896    Vardas1896     2.47                x.xx                
Pavarde9339    Vardas9339     2.47                x.xx                
Pavarde4312    Vardas4312     2.47                x.xx                
Pavarde4483    Vardas4483     2.47                x.xx                
Pavarde3347    Vardas3347     2.47                x.xx                
Pavarde6664    Vardas6664     2.47                x.xx                
Pavarde8575    Vardas8575     2.47                x.xx                
Pavarde8879    Vardas8879     2.47                x.xx                
Pavarde4216    Vardas4216     2.47                x.xx                
Pavarde8367    Vardas8367     2.47                x.xx                
Pavarde8332    Vardas8332     2.48                x.xx                
Pavarde9524    Vardas9524     2.49                x.xx                
Pavarde1588    Vardas1588     2.49                x.xx                
Pavarde14      Vardas14       2.49                x.xx                
Pavarde269     Vardas269      2.49                x.xx                
Pavarde3222    Vardas3222     2.49                x.xx                
Pavarde3037    Vardas3037     2.49                x.xx                
Pavarde4610    Vardas4610     2.49                x.xx                
Pavarde7493    Vardas7493     2.49                x.xx                
Pavarde2668    Vardas2668     2.49                x.xx                
Pavarde48      Vardas48       2.49                x.xx                
Pavarde9805    Vardas9805     2.49                x.xx                
Pavarde3800    Vardas3800     2.49                x.xx                
Pavarde4482    Vardas4482     2.49                x.xx                
Pavarde6571    Vardas6571     2.49                x.xx                
Pavarde767     Vardas767      2.49                x.xx                
Pavarde5793    Vardas5793     2.49                x.xx                
Pavarde1213    Vardas1213     2.49                x.xx                
Pavarde7488    Vardas7488     2.52                x.xx                
Pavarde6169    Vardas6169     2.52                x.xx                
Pavarde2055    Vardas2055     2.52                x.xx                
Pavarde3056    Vardas3056     2.52                x.xx                
Pavarde504     Vardas504      2.52                x.xx                
Pavarde6187    Vardas6187     2.52                x.xx                
Pavarde7743    Vardas7743     2.52                x.xx                
Pavarde9566    Vardas9566     2.52                x.xx                
Pavarde2973    Vardas2973     2.52                x.xx                
Pavarde1367    Vardas1367     2.52                x.xx                
Pavarde7961    Vardas7961     2.52                x.xx                
Pavarde1088    Vardas1088     2.52                x.xx                
Pavarde5488    Vardas5488     2.52                x.xx                
Pavarde7833    Vardas7833     2.52                x.xx                
Pavarde1867    Vardas1867     2.52                x.xx                
Pavarde6863    Vardas6863     2.52                x.xx                
Pavarde9977    Vardas9977     2.52                x.xx                
Pavarde6452    Vardas6452     2.52                x.xx                
Pavarde893     Vardas893      2.52                x.xx                
Pavarde8851    Vardas8851     2.52                x.xx                
Pavarde1227    Vardas1227     2.55                x.xx                
Pavarde4648    Vardas4648     2.55                x.xx                
Pavarde654     Vardas654      2.55                x.xx                
Pavarde1653    Vardas1653     2.55                x.xx                
Pavarde5644    Vardas5644     2.55                x.xx                
Pavarde6719    Vardas6719     2.55                x.xx                
Pavarde4043    Vardas4043     2.55                x.xx                
Pavarde8296    Vardas8296     2.55                x.xx                
Pavarde403     Vardas403      2.55                x.xx                
Pavarde4479    Vardas4479     2.55                x.xx                
Pavarde6105    Vardas6105     2.55                x.xx                
Pavarde3004    Vardas3004     2.55                x.xx                
Pavarde6791    Vardas6791     2.55                x.xx                
Pavarde8371    Vardas8371     2.55                x.xx                
Pavarde3863    Vardas3863     2.55                x.xx                
Pavarde4879    Vardas4879     2.55                x.xx                
Pavarde8209    Vardas8209     2.55                x.xx                
Pavarde7928    Vardas7928     2.55                x.xx                
Pavarde3914    Vardas3914     2.55                x.xx                
Pavarde5496    Vardas5496     2.55                x.xx                
Pavarde6017    Vardas6017     2.55                x.xx                
Pavarde7953    Vardas7953     2.55                x.xx                
Pavarde1802    Vardas1802     2.55                x.xx                
Pavarde1864    Vardas1864     2.57                x.xx                
Pavarde9840    Vardas9840     2.57                x.xx                
Pavarde1981    Vardas1981     2.57                x.xx                
Pavarde4221    Vardas4221     2.57                x.xx                
Pavarde813     Vardas813      2.57                x.xx                
Pavarde5245    Vardas5245     2.57                x.xx                
Pavarde1250    Vardas1250     2.57                x.xx                
Pavarde3141    Vardas3141     2.57                x.xx                
Pavarde5756    Vardas5756     2.57                x.xx                
Pavarde5337    Vardas5337     2.57                x.xx                
Pavarde556     Vardas556      2.57                x.xx                
Pavarde3091    Vardas3091     2.57                x.xx                
Pavarde2747    Vardas2747     2.57                x.xx                
Pavarde7098    Vardas7098     2.57                x.xx                
Pavarde1249    Vardas1249     2.57                x.xx                
Pavarde1968    Vardas1968     2.57                x.xx                
Pavarde2713    Vardas2713     2.57                x.xx                
Pavarde9837    Vardas9837     2.57                x.xx                
Pavarde1956    Vardas1956     2.57                x.xx                
Pavarde3764    Vardas3764     2.57                x.xx                
Pavarde5915    Vardas5915     2.57                x.xx                
Pavarde2020    Vardas2020     2.57                x.xx                
Pavarde5495    Vardas5495     2.57                x.xx                
Pavarde4118    Vardas4118     2.57                x.xx                
Pavarde9825    Vardas9825     2.57                x.xx                
Pavarde1990    Vardas1990     2.57                x.xx                
Pavarde1149    Vardas1149     2.57                x.xx                
Pavarde5177    Vardas5177     2.57                x.xx                
Pavarde9568    Vardas9568     2.57                x.xx                
Pavarde2217    Vardas2217     2.59                x.xx                
Pavarde3318    Vardas3318     2.59                x.xx                
Pavarde7084    Vardas7084     2.60                x.xx                
Pavarde7158    Vardas7158     2.60                x.xx                
Pavarde9017    Vardas9017     2.60                x.xx                
Pavarde8704    Vardas8704     2.60                x.xx                
Pavarde2994    Vardas2994     2.60                x.xx                
Pavarde7295    Vardas7295     2.60                x.xx                
Pavarde2982    Vardas2982     2.60                x.xx                
Pavarde4726    Vardas4726     2.60                x.xx                
Pavarde8668    Vardas8668     2.60                x.xx                
Pavarde7653    Vardas7653     2.60                x.xx                
Pavarde9387    Vardas9387     2.60                x.xx                
Pavarde7086    Vardas7086     2.60                x.xx                
Pavarde558     Vardas558      2.60                x.xx                
Pavarde9868    Vardas9868     2.60                x.xx                
Pavarde8606    Vardas8606     2.60                x.xx                
Pavarde6404    Vardas6404     2.60                x.xx                
Pavarde6393    Vardas6393     2.60                x.xx                
Pavarde9347    Vardas9347     2.60                x.xx                
Pavarde7398    Vardas7398     2.60                x.xx                
Pavarde7468    Vardas7468     2.60                x.xx                
Pavarde6481    Vardas6481     2.60                x.xx                
Pavarde1401    Vardas1401     2.60                x.xx                
Pavarde2817    Vardas2817     2.60                x.xx                
Pavarde6852    Vardas6852     2.60                x.xx                
Pavarde2570    Vardas2570     2.60                x.xx                
Pavarde6955    Vardas6955     2.60                x.xx                
Pavarde800     Vardas800      2.60                x.xx                
Pavarde5837    Vardas5837     2.60                x.xx                
Pavarde8728    Vardas8728     2.60                x.xx                
Pavarde1558    Vardas1558     2.60                x.xx                
Pavarde3017    Vardas3017     2.60                x.xx                
Pavarde9998    Vardas9998     2.60                x.xx                
Pavarde7266    Vardas7266     2.60                x.xx                
Pavarde4989    Vardas4989     2.60                x.xx                
Pavarde7729    Vardas7729     2.60                x.xx                
Pavarde2638    Vardas2638     2.61                x.xx                
Pavarde222     Vardas222      2.61                x.xx                
Pavarde3719    Vardas3719     2.61                x.xx                
Pavarde394     Vardas394      2.63                x.xx                
Pavarde545     Vardas545      2.63                x.xx                
Pavarde9112    Vardas9112     2.63                x.xx                
Pavarde4336    Vardas4336     2.63                x.xx                
Pavarde9070    Vardas9070     2.63                x.xx                
Pavarde7842    Vardas7842     2.63                x.xx                
Pavarde1606    Vardas1606     2.63                x.xx                
Pavarde9925    Vardas9925     2.63                x.xx                
Pavarde6450    Vardas6450     2.63                x.xx                
Pavarde7679    Vardas7679     2.63                x.xx                
Pavarde7183    Vardas7183     2.63                x.xx                
Pavarde6772    Vardas6772     2.63                x.xx                
Pavarde7830    Vardas7830     2.63                x.xx                
Pavarde7048    Vardas7048     2.63                x.xx                
Pavarde3941    Vardas3941     2.63                x.xx                
Pavarde8576    Vardas8576     2.63                x.xx                
Pavarde8862    Vardas8862     2.63                x.xx                
Pavarde3328    Vardas3328     2.63                x.xx                
Pavarde1762    Vardas1762     2.63                x.xx                
Pavarde784     Vardas784      2.63                x.xx                
Pavarde8091    Vardas8091     2.63                x.xx                
Pavarde5363    Vardas5363     2.63                x.xx                
Pavarde4544    Vardas4544     2.63                x.xx                
Pavarde335     Vardas335      2.63                x.xx                
Pavarde7404    Vardas7404     2.63                x.xx                
Pavarde183     Vardas183      2.63                x.xx                
Pavarde6308    Vardas6308     2.63                x.xx                
Pavarde599     Vardas599      2.63                x.xx                
Pavarde4603    Vardas4603     2.63                x.xx                
Pavarde8572    Vardas8572     2.63                x.xx                
Pavarde1157    Vardas1157     2.63                x.xx                
Pavarde6935    Vardas6935     2.63                x.xx                
Pavarde672     Vardas672      2.63                x.xx                
Pavarde6613    Vardas6613     2.63                x.xx                
Pavarde1167    Vardas1167     2.63                x.xx                
Pavarde7290    Vardas7290     2.64                x.xx                
Pavarde664     Vardas664      2.65                x.xx                
Pavarde7816    Vardas7816     2.65                x.xx                
Pavarde263     Vardas263      2.65                x.xx                
Pavarde1542    Vardas1542     2.65                x.xx                
Pavarde9602    Vardas9602     2.65                x.xx                
Pavarde434     Vardas434      2.65                x.xx                
Pavarde3303    Vardas3303     2.65                x.xx                
Pavarde428     Vardas428      2.65                x.xx                
Pavarde3254    Vardas3254     2.65                x.xx                
Pavarde9527    Vardas9527     2.65                x.xx                
Pavarde8583    Vardas8583     2.65                x.xx                
Pavarde4087    Vardas4087     2.65                x.xx                
Pavarde4414    Vardas4414     2.65                x.xx                
Pavarde7593    Vardas7593     2.65                x.xx                
Pavarde9588    Vardas9588     2.65                x.xx                
Pavarde6416    Vardas6416     2.65                x.xx                
Pavarde6312    Vardas6312     2.65                x.xx                
Pavarde2880    Vardas2880     2.65                x.xx                
Pavarde3346    Vardas3346     2.65                x.xx                
Pavarde3555    Vardas3555     2.65                x.xx                
Pavarde9737    Vardas9737     2.65                x.xx                
Pavarde4790    Vardas4790     2.65                x.xx                
Pavarde5118    Vardas5118     2.65                x.xx                
Pavarde147     Vardas147      2.65                x.xx                
Pavarde1573    Vardas1573     2.65                x.xx                
Pavarde9399    Vardas9399     2.65                x.xx                
Pavarde6391    Vardas6391     2.65                x.xx                
Pavarde2294    Vardas2294     2.65                x.xx                
Pavarde3740    Vardas3740     2.65                x.xx                
Pavarde4018    Vardas4018     2.65                x.xx                
Pavarde5831    Vardas5831     2.65                x.xx                
Pavarde7639    Vardas7639     2.65                x.xx                
Pavarde2553    Vardas2553     2.65                x.xx                
Pavarde6703    Vardas6703     2.65                x.xx                
Pavarde1691    Vardas1691     2.65                x.xx                
Pavarde4120    Vardas4120     2.67                x.xx                
Pavarde5514    Vardas5514     2.67                x.xx                
Pavarde5033    Vardas5033     2.68                x.xx                
Pavarde1743    Vardas1743     2.68                x.xx                
Pavarde3325    Vardas3325     2.68                x.xx                
Pavarde4817    Vardas4817     2.68                x.xx                
Pavarde2061    Vardas2061     2.68                x.xx                
Pavarde4769    Vardas4769     2.68                x.xx                
Pavarde6248    Vardas6248     2.68                x.xx                
Pavarde770     Vardas770      2.68                x.xx                
Pavarde4713    Vardas4713     2.68                x.xx                
Pavarde7148    Vardas7148     2.68                x.xx                
Pavarde6107    Vardas6107     2.68                x.xx                
Pavarde7364    Vardas7364     2.68                x.xx                
Pavarde7814    Vardas7814     2.68                x.xx                
Pavarde3244    Vardas3244     2.68                x.xx                
Pavarde4459    Vardas4459     2.68                x.xx                
Pavarde230     Vardas230      2.68                x.xx                
Pavarde3951    Vardas3951     2.68                x.xx                
Pavarde8402    Vardas8402     2.68                x.xx                
Pavarde8638    Vardas8638     2.68                x.xx                
Pavarde6554    Vardas6554     2.68                x.xx                
Pavarde6544    Vardas6544     2.68                x.xx                
Pavarde7597    Vardas7597     2.68                x.xx                
Pavarde6041    Vardas6041     2.68                x.xx                
Pavarde3828    Vardas3828     2.68                x.xx                
Pavarde4102    Vardas4102     2.68                x.xx                
Pavarde2583    Vardas2583     2.68                x.xx                
Pavarde1255    Vardas1255     2.68                x.xx                
Pavarde1276    Vardas1276     2.68                x.xx                
Pavarde7312    Vardas7312     2.69                x.xx                
Pavarde6973    Vardas6973     2.71                x.xx                
Pavarde9647    Vardas9647     2.71                x.xx                
Pavarde2210    Vardas2210     2.71                x.xx                
Pavarde1621    Vardas1621     2.71                x.xx                
Pavarde3734    Vardas3734     2.71                x.xx                
Pavarde7316    Vardas7316     2.71                x.xx                
Pavarde6882    Vardas6882     2.71                x.xx                
Pavarde1015    Vardas1015     2.71                x.xx                
Pavarde5695    Vardas5695     2.71                x.xx                
Pavarde5975    Vardas5975     2.71                x.xx                
Pavarde3187    Vardas3187     2.71                x.xx                
Pavarde8408    Vardas8408     2.71                x.xx                
Pavarde9792    Vardas9792     2.71                x.xx                
Pavarde9484    Vardas9484     2.71                x.xx                
Pavarde6232    Vardas6232     2.71                x.xx                
Pavarde6792    Vardas6792     2.71                x.xx                
Pavarde1879    Vardas1879     2.71                x.xx                
Pavarde7938    Vardas7938     2.71                x.xx                
Pavarde4003    Vardas4003     2.71                x.xx                
Pavarde7001    Vardas7001     2.71                x.xx                
Pavarde2921    Vardas2921     2.71                x.xx                
Pavarde9212    Vardas9212     2.71                x.xx                
Pavarde8679    Vardas8679     2.71                x.xx                
Pavarde8971    Vardas8971     2.71                x.xx                
Pavarde7898    Vardas7898     2.71                x.xx                
Pavarde6474    Vardas6474     2.71                x.xx                
Pavarde2813    Vardas2813     2.71                x.xx                
Pavarde5951    Vardas5951     2.72                x.xx                
Pavarde9502    Vardas9502     2.72                x.xx                
Pavarde2515    Vardas2515     2.72                x.xx                
Pavarde3317    Vardas3317     2.73                x.xx                
Pavarde6690    Vardas6690     2.73                x.xx                
Pavarde140     Vardas140      2.73                x.xx                
Pavarde1339    Vardas1339     2.73                x.xx                
Pavarde1761    Vardas1761     2.73                x.xx                
Pavarde4704    Vardas4704     2.73                x.xx                
Pavarde1536    Vardas1536     2.73                x.xx                
Pavarde3822    Vardas3822     2.73                x.xx                
Pavarde4051    Vardas4051     2.73                x.xx                
Pavarde2146    Vardas2146     2.73                x.xx                
Pavarde936     Vardas936      2.73                x.xx                
Pavarde3907    Vardas3907     2.73                x.xx                
Pavarde8935    Vardas8935     2.73                x.xx                
Pavarde4629    Vardas4629     2.73                x.xx                
Pavarde8282    Vardas8282     2.73                x.xx                
Pavarde8038    Vardas8038     2.73                x.xx                
Pavarde9914    Vardas9914     2.73                x.xx                
Pavarde7720    Vardas7720     2.73                x.xx                
Pavarde5790    Vardas5790     2.73                x.xx                
Pavarde5990    Vardas5990     2.73                x.xx                
Pavarde2621    Vardas2621     2.73                x.xx                
Pavarde8335    Vardas8335     2.73                x.xx                
Pavarde6588    Vardas6588     2.73                x.xx                
Pavarde3468    Vardas3468     2.73                x.xx                
Pavarde1988    Vardas1988     2.73                x.xx                
Pavarde2999    Vardas2999     2.73                x.xx                
Pavarde7767    Vardas7767     2.75                x.xx                
Pavarde7753    Vardas7753     2.76                x.xx                
Pavarde6313    Vardas6313     2.76                x.xx                
Pavarde4337    Vardas4337     2.76                x.xx                
Pavarde4766    Vardas4766     2.76                x.xx                
Pavarde6263    Vardas6263     2.76                x.xx                
Pavarde7170    Vardas7170     2.76                x.xx                
Pavarde3695    Vardas3695     2.76                x.xx                
Pavarde3967    Vardas3967     2.76                x.xx                
Pavarde7633    Vardas7633     2.76                x.xx                
Pavarde1407    Vardas1407     2.76                x.xx                
Pavarde8280    Vardas8280     2.76                x.xx                
Pavarde9513    Vardas9513     2.76                x.xx                
Pavarde4772    Vardas4772     2.76                x.xx                
Pavarde4690    Vardas4690     2.76                x.xx                
Pavarde1540    Vardas1540     2.76                x.xx                
Pavarde3118    Vardas3118     2.76                x.xx                
Pavarde5534    Vardas5534     2.76                x.xx                
Pavarde1677    Vardas1677     2.76                x.xx                
Pavarde9678    Vardas9678     2.76                x.xx                
Pavarde2918    Vardas2918     2.76                x.xx                
Pavarde6590    Vardas6590     2.76                x.xx                
Pavarde4562    Vardas4562     2.76                x.xx                
Pavarde9943    Vardas9943     2.76                x.xx                
Pavarde8940    Vardas8940     2.76                x.xx                
Pavarde2601    Vardas2601     2.76                x.xx                
Pavarde1364    Vardas1364     2.76                x.xx                
Pavarde689     Vardas689      2.76                x.xx                
Pavarde9557    Vardas9557     2.76                x.xx                
Pavarde2330    Vardas2330     2.76                x.xx                
Pavarde9370    Vardas9370     2.76                x.xx                
Pavarde5731    Vardas5731     2.76                x.xx                
Pavarde9321    Vardas9321     2.76                x.xx                
Pavarde9653    Vardas9653     2.76                x.xx                
Pavarde2815    Vardas2815     2.76                x.xx                
Pavarde3495    Vardas3495     2.76                x.xx                
Pavarde1666    Vardas1666     2.76                x.xx                
Pavarde9807    Vardas9807     2.76                x.xx                
Pavarde5091    Vardas5091     2.76                x.xx                
Pavarde9438    Vardas9438     2.76                x.xx                
Pavarde588     Vardas588      2.77                x.xx                
Pavarde957     Vardas957      2.77                x.xx                
Pavarde2857    Vardas2857     2.79                x.xx                
Pavarde7635    Vardas7635     2.79                x.xx                
Pavarde3380    Vardas3380     2.79                x.xx                
Pavarde7807    Vardas7807     2.79                x.xx                
Pavarde8166    Vardas8166     2.79                x.xx                
Pavarde196     Vardas196      2.79                x.xx                
Pavarde6879    Vardas6879     2.79                x.xx                
Pavarde2082    Vardas2082     2.79                x.xx                
Pavarde1355    Vardas1355     2.79                x.xx                
Pavarde7559    Vardas7559     2.79                x.xx                
Pavarde3063    Vardas3063     2.79                x.xx                
Pavarde6314    Vardas6314     2.79                x.xx                
Pavarde4846    Vardas4846     2.79                x.xx                
Pavarde5497    Vardas5497     2.79                x.xx                
Pavarde2794    Vardas2794     2.79                x.xx                
Pavarde8486    Vardas8486     2.79                x.xx                
Pavarde1843    Vardas1843     2.79                x.xx                
Pavarde8827    Vardas8827     2.79                x.xx                
Pavarde5966    Vardas5966     2.79                x.xx                
Pavarde9276    Vardas9276     2.79                x.xx                
Pavarde6394    Vardas6394     2.79                x.xx                
Pavarde6529    Vardas6529     2.79                x.xx                
Pavarde2066    Vardas2066     2.79                x.xx                
Pavarde9506    Vardas9506     2.79                x.xx                
Pavarde3374    Vardas3374     2.79                x.xx                
Pavarde5387    Vardas5387     2.79                x.xx                
Pavarde6889    Vardas6889     2.79                x.xx                
Pavarde9988    Vardas9988     2.79                x.xx                
Pavarde4440    Vardas4440     2.79                x.xx                
Pavarde9473    Vardas9473     2.79                x.xx                
Pavarde4347    Vardas4347     2.79                x.xx                
Pavarde1892    Vardas1892     2.79                x.xx                
Pavarde8212    Vardas8212     2.79                x.xx                
Pavarde8432    Vardas8432     2.79                x.xx                
Pavarde8217    Vardas8217     2.80                x.xx                
Pavarde6224    Vardas6224     2.80                x.xx                
Pavarde1077    Vardas1077     2.80                x.xx                
Pavarde9772    Vardas9772     2.81                x.xx                
Pavarde8466    Vardas8466     2.81                x.xx                
Pavarde3102    Vardas3102     2.81                x.xx                
Pavarde2875    Vardas2875     2.81                x.xx                
Pavarde5376    Vardas5376     2.81                x.xx                
Pavarde1506    Vardas1506     2.81                x.xx                
Pavarde3814    Vardas3814     2.81                x.xx                
Pavarde9508    Vardas9508     2.81                x.xx                
Pavarde6769    Vardas6769     2.81                x.xx                
Pavarde6776    Vardas6776     2.81                x.xx                
Pavarde184     Vardas184      2.81                x.xx                
Pavarde7187    Vardas7187     2.81                x.xx                
Pavarde3294    Vardas3294     2.81                x.xx                
Pavarde7380    Vardas7380     2.81                x.xx                
Pavarde8133    Vardas8133     2.81                x.xx                
Pavarde1216    Vardas1216     2.81                x.xx                
Pavarde3408    Vardas3408     2.81                x.xx                
Pavarde7651    Vardas7651     2.81                x.xx                
Pavarde5203    Vardas5203     2.81                x.xx                
Pavarde9365    Vardas9365     2.81                x.xx                
Pavarde4066    Vardas4066     2.81                x.xx                
Pavarde3022    Vardas3022     2.81                x.xx                
Pavarde2690    Vardas2690     2.81                x.xx                
Pavarde2656    Vardas2656     2.81                x.xx                
Pavarde4815    Vardas4815     2.81                x.xx                
Pavarde2348    Vardas2348     2.81                x.xx                
Pavarde6642    Vardas6642     2.81                x.xx                
Pavarde400     Vardas400      2.81                x.xx                
Pavarde5665    Vardas5665     2.81                x.xx                
Pavarde5246    Vardas5246     2.81                x.xx                
Pavarde5058    Vardas5058     2.81                x.xx                
Pavarde2954    Vardas2954     2.81                x.xx                
Pavarde4625    Vardas4625     2.81                x.xx                
Pavarde1122    Vardas1122     2.81                x.xx                
Pavarde4100    Vardas4100     2.83                x.xx                
Pavarde8042    Vardas8042     2.83                x.xx                
Pavarde531     Vardas531      2.83                x.xx                
Pavarde9258    Vardas9258     2.83                x.xx                
Pavarde4505    Vardas4505     2.83                x.xx                
Pavarde2157    Vardas2157     2.83                x.xx                
Pavarde6768    Vardas6768     2.83                x.xx                
Pavarde8649    Vardas8649     2.84                x.xx                
Pavarde7019    Vardas7019     2.84                x.xx                
Pavarde9839    Vardas9839     2.84                x.xx                
Pavarde6353    Vardas6353     2.84                x.xx                
Pavarde2696    Vardas2696     2.84                x.xx                
